,genres,tmdbId,overview,tagline,title,keywords,cast,movieId,director
2868,"['Adventure', 'Action', 'Thriller']",709,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,His bad side is a dangerous place to be.,Licence to Kill,"['corruption', 'florida', 'secret identity', 'liberation of prisoners', 'drug traffic', 'floatplane', 'transport of prisoners', 'tank car', 'florida keys', 'coast guard', 'airplane', 'british secret service']","['Timothy Dalton', 'Carey Lowell', 'Robert Davi', 'Talisa Soto', 'Anthony Zerbe', 'Frank McRae', 'David Hedison', 'Wayne Newton', 'Benicio del Toro', 'Anthony Starke', 'Everett McGill', 'Desmond Llewelyn', 'Pedro Armendáriz Jr.', 'Robert Brown', 'Grand L. Bush', 'Priscilla Barnes', 'Don Stroud', 'Caroline Bliss', 'Cary-Hiroyuki Tagawa', 'Alejandro Bracho', 'Guy De Saint Cyr', 'Rafer Johnson', 'Diane Hsu', 'Christopher Neame']",2990,John Glen
2869,"['Adventure', 'Action', 'Thriller']",253,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,Roger Moore is James Bond.,Live and Let Die,"['london england', 'new york', 'bomb', 'england', 'spy', 'sheriff', 'dual identity', 'secret identity', 'boat', 'drug traffic', 'tarot cards', 'heroin', 'crocodile', 'jamaica', 'secret mission', 'secret intelligence service', 'drug smuggle', 'voodoo', 'tombstone', 'aftercreditsstinger']","['Roger Moore', 'Yaphet Kotto', 'Jane Seymour', 'Clifton James', 'Julius Harris', 'Geoffrey Holder', 'David Hedison', 'Gloria Hendry', 'Bernard Lee', 'Lois Maxwell', 'Tommy Lane', 'Earl Jolly Brown', 'Lon Satton', 'Madeline Smith', 'Roy Stewart']",2991,Guy Hamilton
2870,['Horror'],13511,"Ireland will never be the same after Rawhead Rex, a particularly nasty demon, is released from his underground prison by an unwitting farmer. The film follows Rex's cross country rampage, while a man struggles to stop it.","He's pure evil, pure power, pure terror",Rawhead Rex,"['monster', 'ireland']","['David Dukes', 'Niall Toibin', 'Cora Lunny', 'Ronan Wilmot', 'Donal McCann', 'Heinrich von Schellendorf', 'Kelly Piper', ""Niall O'Brien"", ""Hugh O'Conor"", 'Eleanor Feely']",2992,George Pavlou
2871,"['Adventure', 'Action', 'Thriller']",660,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,Look up!  Look down!  Look out!,Thunderball,"['paris', 'florida', 'fighter pilot', 'sanatorium', 'secret organization', 'nuclear missile', 'coral reef', 'bahamas', 'scuba diving', 'scuba', 'british secret service']","['Sean Connery', 'Claudine Auger', 'Adolfo Celi', 'Luciana Paluzzi', 'Rik Van Nutter', 'Guy Doleman', 'Molly Peters', 'Martine Beswick', 'Bernard Lee', 'Desmond Llewelyn', 'Lois Maxwell', 'Roland Culver', 'Earl Cameron', 'Paul Stassino', 'Rose Alba', 'Philip Locke', 'George Pravda', 'Edward Underdown', 'Kevin McClory']",2993,Terence Young
2872,['Drama'],46798,The stories of four Hispanic immigrants living in New York City.,,The City,"['new york', 'immigration', 'immigrant', 'anthology']",[],2994,David Riker
2873,"['Horror', 'Mystery', 'Thriller']",11377,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",Evil loves to party.,House on Haunted Hill,"['lunatic asylum', 'aftercreditsstinger']","['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs', 'Peter Gallagher', 'Chris Kattan', 'Ali Larter', 'Bridgette Wilson', 'Max Perlich', 'Jeffrey Combs', 'Dick Beebe', 'Slavitza Jovan', 'Lisa Loeb', 'James Marsters', 'Jeannette Lewis', 'Janet Tracy Keijser']",2995,William Malone
2874,['Drama'],26149,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,She gave them a gift they could never imagine. They gave the system a fight it would never forget.,Music of the Heart,"['independent film', 'school teacher']","['Meryl Streep', 'Angela Bassett', 'Cloris Leachman', 'Aidan Quinn', 'Michael Angarano', 'Henry Dinhofer', 'Kieran Culkin', 'Charlie Hofheimer', 'Josh Pais', 'Jay O. Sanders', 'Gloria Estefan', 'Jane Leeves', 'Isaac Stern', 'Joshua Bell', 'Itzhak Perlman', 'Myra Lucretia Taylor']",2996,Wes Craven
2875,"['Fantasy', 'Drama', 'Comedy']",492,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",Ever wanted to be someone else? Now you can.,Being John Malkovich,"['individual', 'transvestism', 'sexual identity', 'witch', 'identity', 'subconsciousness', 'new identity', 'pet', 'chimp', 'puppeteer', 'appropriation of another human being', 'externally controlled action', 'married couple', 'brain', 'pet shop', 'door', 'secret love']","['John Cusack', 'Cameron Diaz', 'Catherine Keener', 'Charlie Sheen', 'John Malkovich', 'Sean Penn', 'Brad Pitt', 'Dustin Hoffman', 'Winona Ryder', 'Orson Bean', 'Mary Kay Place', 'W. Earl Brown', 'Carlos Jacott', 'Willie Garson', 'Byrne Piven', 'Gregory Sporleder', 'Octavia Spencer']",2997,Spike Jonze
2876,"['Romance', 'Drama']",108346,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him.",,Dreaming of Joseph Lees,"['lust', 'love crime']","['Rupert Graves', 'Samantha Morton', 'Nicholas Woodeson', 'Lee Ross', 'Felix Billson', 'Lauren Richardson', 'Vernon Dobtcheff']",2998,Eric Styles
2877,"['Romance', 'Comedy']",98480,"Fantasy-comedy about a young man who lives as if it is 1928 or so, and his encounters with modern-day women and modern-day criminals.",He's Yesterday's Answer To Today's World.,Man Of The Century,"['farce', 'black and white']","['Gibson Frazier', 'Cara Buono', 'Ian Edwards', 'Brian Davies', 'Susan Egan', 'Robert Lin', 'Yul Vazquez', 'Dwight Ewell', 'Brian Kite', 'David Margulies', 'Anthony Rapp', 'Alfred Hyslop', 'David Anzuelo', 'Sean Patrick Reilly', 'Alan Davidson', 'Kevin Weisman', 'Francis Dumaurier', 'Lester Lanin', 'Bobby Short', 'Marisa Ryan']",2999,Adam Abraham
2878,"['Adventure', 'Fantasy', 'Animation']",128,"Ashitaka, a prince of the disappearing Ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,"['fight', 'wolf', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'rural setting', 'anime']","['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Sumi Shimamoto', 'Tetsu Watanabe', 'Mitsuru Satô', 'Akira Nagoya', 'Akihiro Miwa', 'Mitsuko Mori', 'Hisaya Morishige', 'Takako Fuji']",3000,Hayao Miyazaki
2879,"['Comedy', 'Drama']",46286,"An 80s one-hit wonder band named The Suburbans reform for a special performance at one of the ex-member's wedding. At the wedding, a young record company talent scout happens to be in the audience and decides to give the now 40-ish performers a comeback push. The film attempts to take a satirical look at the music business of the 90s and compare it to the simpler 80s scene.",Never before has a girl done so much with so little.,The Suburbans,"['tattoo', 'music', 'wedding', 'band', 'scout']","['Jennifer Love Hewitt', 'Bridgette Wilson', 'Craig Bierko', 'Donal Lardner Ward', 'Tony Guma', 'Amy Brenneman', 'Will Ferrell', 'Ben Stiller']",3001,Donal Lardner Ward
2880,['Documentary'],8672,A look at the tumultuous yet productive relationship between German director Werner Herzog and actor Klaus Kinski.,,My Best Fiend,"['central and south america', 'shooting']","['Werner Herzog', 'Klaus Kinski', 'Claudia Cardinale', 'Justo González', 'Mick Jagger', 'Eva Mattes', 'Thomas Mauch', 'Benino Moreno Placido', 'Beat Presser', 'Jason Robards', 'Guillermo Ríos', 'Walter Saxer', 'Baron van der Recke', 'Baronin van der Recke', 'Andrés Vicente']",3002,Werner Herzog
2881,"['Drama', 'Comedy', 'War']",8056,"In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",,Train of Life,"['concentration camp', 'holocaust', 'jewish life', 'deportation', 'jew', 'nazis', 'eastern europe', 'fool', 'village', 'nazi germany', 'train']","['Lionel Abelanski', 'Rufus', 'Clément Harari', 'Agathe de La Fontaine', 'Michel Muller', 'Johan Leysen', 'Bruno Abraham-Kremer', 'Gad Elmaleh', 'Marie-José Nat']",3003,Radu Mihaileanu
2882,['Comedy'],2020,"Jimmie is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne catches the bouquet at his friend Marco's wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased grandfather's will stipulates that he gets nothing of a multi-million dollar fortune unless he's married by 6:05pm on his 30th birthday: tomorrow! Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife.",One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.,The Bachelor,"['san francisco', 'bachelor', 'remake', 'inheritance', 'wedding']","[""Chris O'Donnell"", 'Renée Zellweger', 'Artie Lange', 'Hal Holbrook', 'Ed Asner', 'James Cromwell', 'Marley Shelton', 'Peter Ustinov', 'Jennifer Esposito', 'Jason Aaron Baca', 'Katharine Towne', 'Rebecca Cross', 'Stacy Edwards', 'Mariah Carey', 'Sarah Silverman', 'Brooke Shields']",3004,Gary Sinyor
2883,"['Drama', 'Mystery', 'Thriller', 'Crime']",9481,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",Serial killer vs. forensic genius,The Bone Collector,"['paraplegic', 'investigation', 'psychopath']","['Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker', 'Michael McGlone', 'Luis Guzmán', 'Leland Orser', 'John Benjamin Hickey', 'Bobby Cannavale', ""Ed O'Neill"", 'Richard Zeman', 'Olivia Birkelund', 'Gary Swanson', 'James Bulleit', 'Frank Fontaine', 'Zena Grey', 'Desmond Campbell', 'Peter Michael Dillon', 'Ted Whittall', 'Andy Bradshaw', 'Steve Adams']",3005,Phillip Noyce
2884,"['Drama', 'Thriller']",9008,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand",Two men driven to tell the truth... whatever the cost.,The Insider,"['spy', 'newspaper', 'research', 'interview', 'tobacco', 'insider', 'conspiracy theory', 'reporter', 'whistleblower', 'columbia broadcasting system (cbs)', 'tobacco industry']","['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora', 'Bruce McGill', 'Lindsay Crouse', 'Philip Baker Hall', 'Debi Mazar', 'Renee Olstead', 'Hallie Kate Eisenberg', 'Stephen Tobolowsky', 'Colm Feore', 'Gina Gershon', 'Michael Gambon', 'Rip Torn', 'Cliff Curtis', 'Gary Sandy', 'Roger Bart', 'Jack Palladino', 'Michael Moore', 'Lynne Thigpen', 'Michael Paul Chan', 'Linda Hart', 'Robert Harper', 'Nestor Serrano', 'Pete Hamill', 'Wings Hauser', 'Willie C. Carpenter', 'Paul Butler', 'Megan Odebash', 'Sayed Badreya', 'Chris Ufland', 'Douglas McGrath', 'Bill Sage', 'Joseph Hindy', 'Dennis Garber', 'Tim Grimm', 'Paul Perri', 'Wanda De Jesus', 'Robert Patrick Brink', 'V.J. Foster', 'James Harper', 'Eyal Podell', 'Breckin Meyer', 'David Roberson', 'David Clyde Carr', 'Vyto Ruginis', 'Saemi Nakamura', 'Knox White', 'David C. Fisher', 'Phil Hawn', 'Zane Lamprey', 'Robert Malone', 'Vin Morreale Jr', 'Robert D. Parham', 'Roger Phenix']",3006,Michael Mann
2885,['Documentary'],14242,"AMERICAN MOVIE is the story of filmmaker Mark Borchardt, his mission, and his dream. Spanning over two years of intense struggle with his film, his family, financial decline, and spiritual crisis, AMERICAN MOVIE is a portrayal of ambition, obsession, excess, and one man's quest for the American Dream.",,American Movie,"['underdog', 'obsession', 'wisconsin', 'ambition', 'beer', 'independent film', 'filmmaker']","['Mark Borchardt', 'Mike Schank', 'Tom Schimmels', 'Monica Borchardt', 'Alex Borchardt', 'Chris Borchardt', 'Ken Keen', 'Matt Weisman', 'Bill Borchardt', 'Cliff Borchardt', 'Tom Beach', 'Joan Petrie']",3007,Chris Smith
2886,"['Romance', 'Drama', 'Science Fiction']",16129,"Various citizens of Toronto anxiously await the end of the world, which is occurring at the stroke of midnight on New Year's Day. While widower Patrick Wheeler braces for his fate, he meets Sandra, the wife of a businessman who is intent on committing suicide. Meanwhile, Patrick's friend Craig decides to have as much sex as he can while there is still time.",It's not the end of the world... there's still six hours left.,Last Night,"['suicide', 'female nudity', 'father son relationship', 'sex', 'guitar', 'brother sister relationship', 'canada', 'nudity', 'toronto', 'chaos', 'christmas tree', 'computer', 'satire', 'y2k', 'dark comedy', 'end of the world', 'independent film', 'mother daughter relationship', 'anal sex', 'apocalypse', 'gay man', 'doomsday', 'mother son relationship', 'older woman younger man relationship', 'christmas', 'piano', 'tv newscaster']","['Don McKellar', 'Sandra Oh', 'Roberta Maxwell', 'Robin Gammell', 'Sarah Polley', 'Trent McMullen', 'Charmion King', 'Jessica Booker', 'David Cronenberg', 'Tracy Wright', 'Callum Keith Rennie', 'Karen Glave', 'Arsinée Khanjian', 'Chandra Muszka', 'Geneviève Bujold', 'Bryan Renfro', 'François Girard', 'Daniel Iron', 'Bruce McDonald', 'Michael McMurtry', 'Pierre Elrick', 'Kirsten Johnson', 'Regan Moore', ""Darren O'Donnell"", 'Bob Martin', 'Michael Barry', 'Nathalie Shats', 'Tom McCamus', 'Jackie Burroughs']",3008,Don McKellar
2887,"['Drama', 'Comedy']",104103,"Ada and Lise are both costume designers, the first is around 20, the other around 30. Both are working hard on their break through. There are also jobs for the movies. This is where Lise meets producer Alphonse, who is nearly 20 years older than she. Because he is unhappy with his girlfriend a secret relationship evolves. Ada has problems as well, but she's not the only one. There are also the young Emma and Nina, as well as Yves and Guido - enough people to get into complicated relationship entanglements.",,Portraits Chinois,[],"['Helena Bonham Carter', 'Romane Bohringer', 'Romane Bohringer', 'Jean-Philippe Écoffey', 'Marie Trintignant', 'Elsa Zylberstein', 'Yvan Attal', 'Sergio Castellitto', ""Predrag 'Miki' Manojlović"", 'Jean-Claude Brialy', 'Mathilde Seigner']",3009,Martine Dugowson
2888,['Drama'],11489,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",,Rosetta,"['rape', 'trailer park', 'belgium', 'socially deprived family', 'mother daughter relationship', 'poverty', 'alcoholic', 'unemployment']","['Émilie Dequenne', 'Olivier Gourmet', 'Fabrizio Rongione', 'Anne Yernaux', 'Bernard Marbaix', 'Frédéric Bodson', 'Florian Delain', 'Christiane Dorval', 'Mireille Bailly', 'Thomas Gollas', 'Leon Michaux', 'Victor Marit', 'Colette Regibeau', 'Claire Tefnin', 'Sophia Leboutte', 'Gaetano Ventura', 'Christian Neys', 'Valentin Traversi', 'Jean-Francois Noville']",3010,Jean-Pierre Dardenne
2889,['Drama'],28145,Desperate characters stake their fortune on a Depression-era dance marathon.,People are the ultimate spectacle.,"They Shoot Horses, Don't They?",[],"['Jane Fonda', 'Michael Sarrazin', 'Susannah York', 'Gig Young', 'Red Buttons', 'Bonnie Bedelia', 'Michael Conrad', 'Bruce Dern', 'Al Lewis', 'Severn Darden', 'Allyn Ann McLerie', 'Madge Kennedy', 'Felice Orlandi', 'Robert Fields', 'Jacquelyn Hyde', 'Ian Abercrombie']",3011,Sydney Pollack
2890,"['Drama', 'Comedy']",51371,"Alfred's father feels his son has grown up too comfortably and as a result has not become what a man should be. To remedy this predicament he sends his son Alfred off on a hunting trip. On the trip, in the midst of many follies brought on by his inexperience with the outdoors, he meets a young mountain girl and falls in love with her. Alfred's butler, who has accompanied him on the outing, is sent to arrange the marriage with the girl's father, who thinks Alfred is too weak to become a member of the family. In an attempt to change the father's mind, the butler tells the girl's father and brother that Alfred is actually Alfred ""Battling"" Butler, a professional boxer. The deception works and a wedding is arranged. Comic mischief ensues as Alfred and his butler attempt to make their newly fabricated story seem plausible to the family of his new bride.",,Battling Butler,[],"['Buster Keaton', ""Sally O'Neil"", 'Walter James', 'Budd Fine', 'Francis McDonald', ""Mary O'Brien"", 'Tom Wilson', 'Eddie Borden', 'Snitz Edwards']",3012,Buster Keaton
2891,"['Comedy', 'Horror', 'Science Fiction']",18111,"Herbert West once again revives the dead. This time, he brings Dan's ex-girlfriend's heart back inside a 'perfect' body. Dr. Hill returns as the evil nemesis who lost his head.",Date. Mate. Re-animate.,Bride of Re-Animator,"['desperation', 'nudity', 'human experimentation', 'bat', 'sequel', 'basement', 'stop motion', 'reanimation', 'dark comedy', 'laboratory', 'mad scientist', 'gore', 'h.p. lovecraft', 'severed head', 'doctor', 'corpse', 'police detective', 'cult film', 'science', 'hypodermic needle']","['Jeffrey Combs', 'Bruce Abbott', 'Claude Earl Jones', 'Fabiana Udenio', 'David Gale', 'Kathleen Kinmont', 'Mel Stewart', 'Irene Forrest', 'Michael Strasser', 'Mary Sheldon', 'Johnny Legend']",3013,Brian Yuzna
2892,"['Adventure', 'Comedy']",31361,"After ex-con Joe Braxton violates his probation he is given a second chance, all he has to do is drive a group of special kids across the country. What could possibly go wrong?","He's mad, he's bad, and he's Bustin' Loose!",Bustin' Loose,"['bus', 'road trip', 'teacher', 'school', 'farm life']","['Richard Pryor', 'Cicely Tyson', 'Ángel Ramírez', 'Jimmy Hughes', 'Edwin DeLeon', 'Edwin Kinter', 'Tami Luchow', 'Janet Wong', 'Alphonso Alexander', 'Kia Cooper', 'Robert Christian', 'George Coe', 'Bill Quinn', 'Roy Jenson', 'Fred Carney']",3014,Oz Scott
2893,"['Thriller', 'Mystery', 'Drama']",11223,A young woman doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,Imagine your life hangs by a thread. Imagine your body hangs by a wire. Imagine you're not imagining.,Coma,"['coma', 'boston', 'black market', 'suspense']","['Geneviève Bujold', 'Michael Douglas', 'Elizabeth Ashley', 'Richard Widmark', 'Rip Torn', 'Lois Chiles', 'Hari Rhodes', 'Gary Barton', 'Frank Downing', 'Alan Haufrect', 'Lance LeGault', 'Michael MacRae', 'Betty McGuire', 'Tom Selleck', 'Joanna Kerns', 'Ed Harris', 'Richard Doyle', 'Benny Rubin', 'Charles Siebert', 'Martin Speer', 'Nicholas Worth']",3015,Michael Crichton
2894,"['Horror', 'Comedy', 'Fantasy']",16281,"Inspired by the E.C. comics of the 1950s, George A.Romero and Stephen King bring five tales of terror to the screen.",The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,"['monster', 'halloween', 'meteor', 'buried alive', 'cockroach', 'anthology', 'based on comic', 'gore', 'animated sequence', 'zombie', 'living dead']","['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver', 'Leslie Nielsen', 'Carrie Nye', 'E.G. Marshall', 'Viveca Lindfors', 'Ed Harris', 'Ted Danson', 'Stephen King', 'Warner Shook', 'Gaylen Ross', 'Jon Lormer', ""Bingo O'Malley"", 'John Amplas', 'David Early', 'Iva Jean Saraceni', 'Christine Forrest', 'Tom Savini', 'Tom Atkins', 'Ann Muffly']",3016,George A. Romero
2895,['Horror'],16288,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?","When the curtain goes up, the terror begins.",Creepshow 2,"['lake', 'anthology', 'revenge', 'murder', 'blob', 'gore', 'hitchhiker', 'zombie', 'hit and run', 'horror anthology']","['George Kennedy', 'Dorothy Lamour', 'Lois Chiles', 'Tom Savini', 'Tom Wright', 'Frank Salsedo', 'Holt McCallany', 'David Holbrook', 'Don Harvey', 'Daniel Beer', 'Paul Satterfield', 'Jeremy Green', 'Page Hannah', 'David Beecroft', 'Stephen King']",3017,Michael Gornick
2896,"['Science Fiction', 'Comedy', 'Horror']",1694,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,Herbert West has a good head on his shoulders... and another on his desk.,Re-Animator,"['overdose', 'human experimentation', 'black humor', 'insanity', 'reanimation', 'laboratory', 'mad scientist', 'h.p. lovecraft', 'decapitation', 'severed head', 'hospital', 'student', 'zombie', 'splatter', 'intestines', 'death', 'cult film', 'black cat', 'dead cat', 'surgical operation', 'reanimated corpse', 'medical student', 'medical school']","['Jeffrey Combs', 'Bruce Abbott', 'Barbara Crampton', 'David Gale', 'Robert Sampson', 'Carolyn Purdy-Gordon', 'Peter Kent', 'Ian Patrick Williams']",3018,Stuart Gordon
2897,"['Crime', 'Drama']",476,"Bob and his friends Dianne, Rick and Nadine have been drug addicts for years and live from one high to the next. Gus Van Sant attempts to show an intimate look into the lives of heroin addicts with his film Drugstore Cowboy.",,Drugstore Cowboy,"['individual', 'robbery', 'drug abuse', 'sheriff', 'support group', '1970s', 'portland', 'drug dealer', 'junkie', 'overdose', 'drugstore', 'group therapy', 'hat', 'motel', 'heroin', 'superstition', 'independent film', 'gritty']","['Matt Dillon', 'Kelly Lynch', 'James Le Gros', 'Heather Graham', 'Grace Zabriskie', 'Max Perlich', 'James Remar', 'George Catalano', 'Eric Hull', 'William S. Burroughs', ""Ted D'Arms"", 'Beah Richards', 'Robert Lee Pitchlynn']",3019,Gus Van Sant
2898,"['Crime', 'Drama', 'Thriller']",37094,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",A Tale Of Urban Reality,Falling Down,"['detective', 'homophobia', 'desperation', 'heart attack', 'vandalism', 'rocket launcher', 'traffic jam', 'retirement', 'gang', 'briefcase', 'los angeles', 'violence', 'divorce', 'anger', 'police car', 'pier', 'hispanic', 'freeway', 'inequality', 'road rage', 'uzi', 'urban decay', 'convenience store', 'birthday present', 'laid off', 'price gouging']","['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin', 'Frederic Forrest', 'Tuesday Weld', 'Raymond J. Barry', 'John Diehl', 'D.W. Moffett', 'Richard Montoya', 'Steve Park', 'Kimberly Scott', 'Lois Smith', 'Joey Hope Singer', 'Ebbe Roe Smith', 'Michael Paul Chan', 'Karina Arroyave', 'Dedee Pfeiffer', 'Vondie Curtis-Hall']",3020,Joel Schumacher
2899,['Horror'],13555,"Rebellious teen Amy (Elizabeth Berridge) defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz (Cooper Huckabee), and their friends Liz (Largo Woodruff) and Richie (Miles Chapin). Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day.",Pay to get in. PRAY to get out.,The Funhouse,"['nudity', 'mask', 'carnival', 'horror', 'violence', 'funhouse', 'video nasty']","['Elizabeth Berridge', 'Shawn Carson', 'Jeanne Austin', 'Jack McDermott', 'Kevin Conway', 'William Finley', 'Cooper Huckabee', 'Largo Woodruff', 'Miles Chapin', 'David Carson', 'Sonia Zomina', 'Ralph Morino', 'Herb Robins', 'Mona Agar', 'Wayne Doba', 'Susie Malnik', 'Sylvia Miles', 'Sid Raymond']",3021,Tobe Hooper
2900,"['Action', 'Adventure', 'Comedy', 'Drama']",961,"During America’s Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.","Buster drives ""The General"" to trainload of laughter. (Trade paper ad).",The General,"['civil war', 'spy', 'southern usa', 'general', 'fiancé', 'cannon', 'bridge', 'engineer', 'army', 'attack', 'train', 'silent film', 'behind enemy lines']","['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Charles Henry Smith', 'Frank Barnes', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn', 'Al St. John', 'Jimmy Bryant', 'Budd Fine', 'Ray Hanford', 'Charles Phillips', 'Eddie Foster', 'Frank Hagney', 'Jack Hanlon', 'Edward Hearn', 'Hilliard Karr', 'Louis Lewyn', 'Elgin Lessley']",3022,Buster Keaton
2901,"['Drama', 'Comedy', 'Romance']",73969,"Joe Merrill, son of the millionaire owner of a chain of 5 and 10 cent stores, poses as Joe Grant, and takes a job in the stockroom of one of his father's stores, to prove that he can be a success without his father's influence. There he meets stockroom girl Maggie Johnson, and they fall in love. This causes problems, because Mrs. Merrill had planned for her son to marry Millicent Rogers, a high society girl.",,My Best Girl,[],"['Mary Pickford', ""Charles 'Buddy' Rogers"", 'Sunshine Hart', 'Lucien Littlefield', 'Carmelita Geraghty', 'Hobart Bosworth', 'Evelyn Hall', 'Avonne Taylor', 'Mack Swain', 'Junior Johnston', ""Matthew 'Stymie' Beard"", 'Sidney Bracey', 'William Courtright', 'Max Davidson', 'Nigel De Brulier', 'Louise Emmons', 'Pat Harmon', 'Carole Lombard', 'Andy MacLennan', 'Isabelle Sheridan', 'Frank Finch Smiles', 'Harry Walker', 'John George']",3023,Sam Taylor
2902,['Horror'],24831,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",A hideous death lurked unseen in the river...,Piranha,"['u.s. army', 'piranha', 'tent camp', 'eugenics']","['Heather Menzies', 'Kevin McCarthy', 'Dick Miller', 'Keenan Wynn', 'Barbara Steele', 'Belinda Balaski', 'Melody Thomas Scott', 'Bruce Gordon', 'Barry Brown', 'Paul Bartel', 'Richard Deacon', 'Janie Squire', 'Guich Koock', 'Eric Braeden', 'Joe Dante', 'Amy Holden Jones', 'Phil Tippett', 'John Sayles', 'Bradford Dillman', 'Shannon Collins', 'Shawn Nelson', 'Roger Richman']",3024,Joe Dante
2903,['Western'],64963,"The only business in the Wild West town of Jericho that corrupt sheriff Alex Flood doesn't control behind the scenes is the stagecoach owned by tough-willed widow Molly Lang and her right-hand man, Hickman. Former marshal Dolan, recently hired by Lang and Hickman as a driver, wants to stay out of the mess, but when he sees Flood's henchman Yarbrough assault Lang, he steps up to fight the corruption.",A former deputy and a strong-willed widow determine to stop a ruthless town boss.,Rough Night in Jericho,"['widow', 'corrupt cop']","['Dean Martin', 'George Peppard', 'Jean Simmons', 'John McIntire', 'Slim Pickens', 'Don Galloway', 'Brad Weston', ""Richard O'Brien"", 'Carol Andreson', 'Steve Sandor', 'Dean Paul Martin', 'John Napier']",3025,Arnold Laven
